Region Code: AS
"Region Name: Asia"
Country Code: JPN
"Country Name: Japan"
Export date: 10/12/2025 10:20:56 PM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG1110,Respiratory diseases,2017,Male,Age_all,[All],56250.00000000,8.14411242,26.12621869,92.70592119,
CG1120,Chronic obstructive pulmonary disease,2017,Male,Age_all,[All],15424.00000000,2.23315182,7.01521547,25.42037562,
CG1130,Asthma,2017,Male,Age_all,[All],641.00000000,0.09280669,0.35938122,1.05643548,
CG1140,Other respiratory diseases,2017,Male,Age_all,[All],40185.00000000,5.81815391,18.75162200,66.22911010,
CG1150,Digestive diseases,2017,Male,Age_all,[All],26833.00000000,3.88499500,17.08878493,44.22360859,
CG1160,Peptic ulcer disease,2017,Male,Age_all,[All],1403.00000000,0.20313226,0.81433757,2.31229169,
CG1170,Cirrhosis of the liver,2017,Male,Age_all,[All],9018.00000000,1.30566410,7.16909912,14.86261329,
CG1180,Appendicitis,2017,Male,Age_all,[All],67.00000000,0.00970054,0.04329355,0.11042305,
CG1181,Gastritis and duodenitis,2017,Male,Age_all,[All],42.00000000,0.00608094,0.02858721,0.06922042,
CG1182,Paralytic ileus and intestinal obstruction,2017,Male,Age_all,[All],3057.00000000,0.44260536,1.57823877,5.03825780,
CG1183,Inflammatory bowel disease,2017,Male,Age_all,[All],196.00000000,0.02837771,0.12035863,0.32302863,
CG1184,Gallbladder and biliary diseases,2017,Male,Age_all,[All],2613.00000000,0.37832117,1.23134785,4.30649906,
CG1185,Pancreatitis,2017,Male,Age_all,[All],765.00000000,0.11075993,0.52829999,1.26080053,
CG1190,Other digestive diseases,2017,Male,Age_all,[All],9672.00000000,1.40035298,5.57522224,15.94047413,
CG1200,Genitourinary diseases,2017,Male,Age_all,[All],17338.00000000,2.51026882,8.23280886,28.57484910,
CG1210,Nephritis and nephrosis,2017,Male,Age_all,[All],14313.00000000,2.07229655,6.82767698,23.58933067,
CG1220,Benign prostatic hypertrophy,2017,Male,Age_all,[All],164.00000000,0.02374461,0.07124540,0.27028926,
CG1230,Other genitourinary system diseases,2017,Male,Age_all,[All],2861.00000000,0.41422766,1.33388648,4.71522917,
CG1240,Skin diseases,2017,Male,Age_all,[All],916.00000000,0.13262235,0.46521858,1.50966442,
CG1250,Musculoskeletal diseases,2017,Male,Age_all,[All],3284.00000000,0.47547138,1.78340166,5.41237769,
CG1260,Rheumatoid arthritis,2017,Male,Age_all,[All],746.00000000,0.10800903,0.38336592,1.22948653,
CG1270,Osteoarthritis,2017,Male,Age_all,[All],14.00000000,0.00202698,0.00858581,0.02307347,
CG1280,Gout,2017,Male,Age_all,[All],14.00000000,0.00202698,0.00891166,0.02307347,
CG1290,Back pain,2017,Male,Age_all,[All],465.00000000,0.06732466,0.23403036,0.76636895,
CG1300,Other musculoskeletal disorders,2017,Male,Age_all,[All],2045.00000000,0.29608373,1.14850791,3.37037527,
CG1310,Congenital anomalies,2017,Male,Age_all,[All],1006.00000000,0.14565293,2.17322963,1.65799390,
CG1320,Abdominal wall defect,2017,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1330,Anencephaly,2017,Male,Age_all,[All],9.00000000,0.00130306,0.03379219,0.01483295,
CG1340,Anorectal atresia,2017,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1350,Cleft lip,2017,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1360,Cleft palate,2017,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1370,Oesophageal atresia,2017,Male,Age_all,[All],2.00000000,0.00028957,0.00750938,0.00329621,
CG1380,Renal agenesis,2017,Male,Age_all,[All],20.00000000,0.00289568,0.07135667,0.03296211,
CG1390,Down syndrome,2017,Male,Age_all,[All],78.00000000,0.01129317,0.09762371,0.12855221,
CG1400,Congenital heart anomalies,2017,Male,Age_all,[All],395.00000000,0.05718977,0.82704233,0.65100158,
CG1410,Spina bifida,2017,Male,Age_all,[All],3.00000000,0.00043435,0.00322646,0.00494432,
CG1420,Other Congenital anomalies,2017,Male,Age_all,[All],499.00000000,0.07224733,1.13267889,0.82240453,
CG1430,Oral conditions,2017,Male,Age_all,[All],28.00000000,0.00405396,0.01442766,0.04614695,
CG1440,Dental caries,2017,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1450,Periodontal disease,2017,Male,Age_all,[All],3.00000000,0.00043435,0.00233743,0.00494432,
CG1460,Edentulism,2017,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2017,Male,Age_all,[All],25.00000000,0.00361961,0.01209023,0.04120263,
CG1475,Sudden infant death syndrome,2017,Male,Age_all,[All],52.00000000,0.00752878,0.19369908,0.08570147,
CG1480,Injuries,2017,Male,Age_all,[All],41801.00000000,6.05212522,38.23709459,68.89244821,
CG1490,Unintentional injuries,2017,Male,Age_all,[All],25579.00000000,3.70343558,17.22436912,42.15688459,
CG1500,Road traffic accidents,2017,Male,Age_all,[All],2911.00000000,0.42146687,3.28347205,4.79763443,
CG1510,Poisonings,2017,Male,Age_all,[All],172.00000000,0.02490289,0.20083799,0.28347411,
CG1520,Falls,2017,Male,Age_all,[All],5303.00000000,0.76779072,3.04724349,8.73990222,
CG1530,Fires,2017,Male,Age_all,[All],591.00000000,0.08556747,0.42157188,0.97403021,
CG1540,Drownings,2017,Male,Age_all,[All],4253.00000000,0.61576729,2.74290802,7.00939169,
CG1541,Exposure to mechanical forces,2017,Male,Age_all,[All],480.00000000,0.06949643,0.53323895,0.79109053,
CG1542,Natural disasters,2017,Male,Age_all,[All],41.00000000,0.00593615,0.05410731,0.06757232,
CG1550,Other unintentional injuries,2017,Male,Age_all,[All],11828.00000000,1.71250776,6.94098945,19.49378908,
CG1560,Intentional injuries,2017,Male,Age_all,[All],14506.00000000,2.10023991,19.26573006,23.90741498,
CG1570,Self-inflicted injuries,2017,Male,Age_all,[All],14340.00000000,2.07620573,19.02679413,23.63382951,
CG1580,Violence,2017,Male,Age_all,[All],162.00000000,0.02345504,0.23377312,0.26699305,
CG1590,War,2017,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2017,Male,Age_all,[All],4.00000000,0.00057914,0.00516281,0.00659242,
CG1610,Ill-defined diseases,2017,Male,Age_all,[All],39601.00000000,5.73359993,20.51455540,65.26661663,
CG0768,Ill-defined malignant neoplasms,2017,Male,Age_all,[All],3624.00000000,0.52469802,2.07721135,5.97273348,
CG0769,Other malignant neoplasms,2017,Male,Age_all,[All],3582.00000000,0.51861708,2.63153272,5.90351306,
CG0789,Diabetes mellitus and endocrine disorders,2017,Male,Age_all,[All],11879.00000000,1.71989176,7.06618156,19.57784245,
CG1098,Ill-defined circulatory diseases,2017,Male,Age_all,[All],40887.00000000,5.91979244,21.14757132,67.38608000,
CG1099,Other circulatory diseases,2017,Male,Age_all,[All],24769.00000000,3.58616037,13.60762051,40.82191933,
CG1605,Ill-defined injuries/accidents,2017,Male,Age_all,[All],1716.00000000,0.24844972,1.74699541,2.82814864,
CG0395,COVID-19,2017,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0000,All Causes,2017,Female,Age_all,[All],649714.00000000,100.00000000,211.60760938,1015.61079110,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2017,Female,Age_all,[All],60776.00000000,9.35426972,16.02571241,95.00297275,
CG0020,Infectious and parasitic diseases,2017,Female,Age_all,[All],13102.00000000,2.01657960,4.19228068,20.48060006,
CG0030,Tuberculosis,2017,Female,Age_all,[All],1342.00000000,0.20655242,0.32132853,2.09776868,
CG0040,STDs excluding HIV,2017,Female,Age_all,[All],136.00000000,0.02093229,0.03894564,0.21259057,
CG0050,Syphilis,2017,Female,Age_all,[All],2.00000000,0.00030783,0.00086940,0.00312633,
CG0060,Chlamydia,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0070,Gonorrhoea,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0080,Other STDs,2017,Female,Age_all,[All],134.00000000,0.02062446,0.03807624,0.20946424,
CG0090,HIV/AIDS,2017,Female,Age_all,[All],1.00000000,0.00015391,0.00094987,0.00156317,
CG0100,Diarrhoeal diseases,2017,Female,Age_all,[All],1344.00000000,0.20686025,0.39705787,2.10089501,
CG0110,Childhood-cluster diseases,2017,Female,Age_all,[All],22.00000000,0.00338611,0.00914660,0.03438965,
CG0120,Pertussis,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0130,Poliomyelitis,2017,Female,Age_all,[All],18.00000000,0.00277045,0.00835467,0.02813699,
CG0140,Diphtheria,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0150,Measles,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0160,Tetanus,2017,Female,Age_all,[All],4.00000000,0.00061566,0.00079193,0.00625266,
CG0170,Meningitis,2017,Female,Age_all,[All],131.00000000,0.02016272,0.07767290,0.20477474,
CG0180,Hepatitis B,2017,Female,Age_all,[All],252.00000000,0.03878630,0.11093596,0.39391782,
CG0190,Hepatitis C,2017,Female,Age_all,[All],1771.00000000,0.27258147,0.61197663,2.76836687,
CG0200,Malaria,2017,Female,Age_all,[All],1.00000000,0.00015391,0.00053898,0.00156317,
CG0210,Tropical-cluster diseases,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0220,Trypanosomiasis,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0250,Leishmaniasis,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0270,Onchocerciasis,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0290,Dengue,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0300,Japanese encephalitis,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0310,Trachoma,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2017,Female,Age_all,[All],1.00000000,0.00015391,0.00016750,0.00156317,
CG0330,Ascariasis,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0340,Trichuriasis,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0360,Other intestinal infections,2017,Female,Age_all,[All],1.00000000,0.00015391,0.00016750,0.00156317,
CG0370,Other infectious diseases,2017,Female,Age_all,[All],8101.00000000,1.24685631,2.62356021,12.66320722,
CG0380,Respiratory infections,2017,Female,Age_all,[All],45542.00000000,7.00954574,10.35062683,71.18970293,
CG0390,Lower respiratory infections,2017,Female,Age_all,[All],45450.00000000,6.99538566,10.31935441,71.04589166,
CG0400,Upper respiratory infections,2017,Female,Age_all,[All],86.00000000,0.01323659,0.02898343,0.13443227,
CG0410,Otitis media,2017,Female,Age_all,[All],6.00000000,0.00092348,0.00228899,0.00937900,
CG0420,Maternal conditions,2017,Female,Age_all,[All],36.00000000,0.00554090,0.07906771,0.05627397,
CG0430,Maternal haemorrhage,2017,Female,Age_all,[All],7.00000000,0.00107740,0.01638697,0.01094216,
CG0440,Maternal sepsis,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0450,Hypertensive disorders,2017,Female,Age_all,[All],1.00000000,0.00015391,0.00270051,0.00156317,
CG0460,Obstructed labour,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0470,Pregnancy with abortive outcome,2017,Female,Age_all,[All],1.00000000,0.00015391,0.00225060,0.00156317,
CG0480,Other maternal conditions,2017,Female,Age_all,[All],27.00000000,0.00415567,0.05772963,0.04220548,
CG0490,Perinatal conditions,2017,Female,Age_all,[All],213.00000000,0.03278366,0.83753107,0.33295434,
CG0500,Low birth weight,2017,Female,Age_all,[All],75.00000000,0.01154354,0.29516765,0.11723745,
CG0510,Birth asphyxia and birth trauma,2017,Female,Age_all,[All],60.00000000,0.00923483,0.23603907,0.09378996,
CG0520,Other perinatal conditions,2017,Female,Age_all,[All],78.00000000,0.01200528,0.30632436,0.12192694,
CG0530,Nutritional deficiencies,2017,Female,Age_all,[All],1883.00000000,0.28981983,0.56620611,2.94344145,
CG0540,Protein-energy malnutrition,2017,Female,Age_all,[All],1074.00000000,0.16530350,0.36298405,1.67884021,
CG0550,Iodine deficiency,2017,Female,Age_all,[All],1.00000000,0.00015391,0.00040789,0.00156317,
CG0560,Vitamin A deficiency,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0570,Iron-deficiency anaemia,2017,Female,Age_all,[All],555.00000000,0.08542220,0.13064103,0.86755709,
CG0580,Other nutritional disorders,2017,Female,Age_all,[All],253.00000000,0.03894021,0.07217314,0.39548098,
CG0590,Noncommunicable diseases,2017,Female,Age_all,[All],478023.00000000,73.57437272,162.53124156,747.22926884,
CG0600,Malignant neoplasms,2017,Female,Age_all,[All],152936.00000000,23.53897253,69.69774964,239.06434515,
CG0610,Mouth and oropharynx cancers,2017,Female,Age_all,[All],2126.00000000,0.32722090,0.91999447,3.32329077,
CG0611,a. Lip and oral cavity cancers,2017,Female,Age_all,[All],1693.00000000,0.26057619,0.67738372,2.64643992,
CG0612,b. Nasopharynx cancers,2017,Female,Age_all,[All],83.00000000,0.01277485,0.05011831,0.12974277,
CG0613,c. Other pharynx cancer,2017,Female,Age_all,[All],350.00000000,0.05386986,0.19249243,0.54710808,
CG0620,Oesophagus cancer,2017,Female,Age_all,[All],1988.00000000,0.30598079,0.98057205,3.10757388,
CG0630,Stomach cancer,2017,Female,Age_all,[All],15481.00000000,2.38274071,6.26778413,24.19937181,
CG0640,Colon and rectum cancers,2017,Female,Age_all,[All],23574.00000000,3.62836571,9.77846389,36.85007371,
CG0650,Liver cancer,2017,Female,Age_all,[All],9292.00000000,1.43016774,3.26970831,14.52493785,
CG0660,Pancreas cancer,2017,Female,Age_all,[All],16823.00000000,2.58929314,7.00422847,26.29714049,
CG0670,"Trachea, bronchus, lung cancers",2017,Female,Age_all,[All],21118.00000000,3.25035323,8.36002229,33.01093818,
CG0680,Melanoma and other skin cancers,2017,Female,Age_all,[All],786.00000000,0.12097631,0.31426364,1.22864842,
CG0681,a. Malignant skin melanoma,2017,Female,Age_all,[All],312.00000000,0.04802113,0.17219131,0.48770777,
CG0682,b. Non-melanoma skin cancer,2017,Female,Age_all,[All],474.00000000,0.07295518,0.14207233,0.74094065,
CG0690,Breast cancer,2017,Female,Age_all,[All],14285.00000000,2.19865972,10.00132961,22.32982536,
CG0700,Cervix uteri cancer,2017,Female,Age_all,[All],2795.00000000,0.43018928,2.23687415,4.36904878,
CG0710,Corpus uteri cancer,2017,Female,Age_all,[All],3816.00000000,0.58733535,2.41020882,5.96504120,
CG0720,Ovary cancer,2017,Female,Age_all,[All],4745.00000000,0.73032134,3.28057809,7.41722235,
CG0732,Kidney cancer,2017,Female,Age_all,[All],3315.00000000,0.51022450,1.20790065,5.18189507,
CG0740,Bladder cancer,2017,Female,Age_all,[All],2754.00000000,0.42387881,0.84298415,4.30495898,
CG0741,Brain and nervous system cancers,2017,Female,Age_all,[All],1180.00000000,0.18161837,1.01799821,1.84453580,
CG0742,Gallbladder and biliary tract cancer,2017,Female,Age_all,[All],8942.00000000,1.37629788,3.02225276,13.97782977,
CG0743,Larynx cancer,2017,Female,Age_all,[All],71.00000000,0.01092789,0.02960819,0.11098478,
CG0744,Thyroid cancer,2017,Female,Age_all,[All],1202.00000000,0.18500448,0.42718715,1.87892545,
CG0745,Mesothelioma,2017,Female,Age_all,[All],271.00000000,0.04171066,0.12553859,0.42361797,
CG0750,"Lymphomas, multiple myeloma",2017,Female,Age_all,[All],7638.00000000,1.17559418,2.91955590,11.93946140,
CG0751,a. Hodgkin lymphoma,2017,Female,Age_all,[All],69.00000000,0.01062006,0.02929763,0.10785845,
CG0752,b. Non-Hodgkin lymphoma,2017,Female,Age_all,[All],5462.00000000,0.84067759,2.09948658,8.53801233,
CG0753,c. Multiple myeloma,2017,Female,Age_all,[All],2107.00000000,0.32429654,0.79077168,3.29359062,
CG0760,Leukaemia,2017,Female,Age_all,[All],3355.00000000,0.51638105,1.86315056,5.24442171,
CG0780,Other neoplasms,2017,Female,Age_all,[All],6065.00000000,0.93348766,2.09771697,9.48060138,
CG0790,Diabetes mellitus,2017,Female,Age_all,[All],6239.00000000,0.96026867,2.02369071,9.75259226,
CG0800,Endocrine disorders,2017,Female,Age_all,[All],5246.00000000,0.80743219,1.75668858,8.20036849,
CG0810,Neuropsychiatric conditions,2017,Female,Age_all,[All],37272.00000000,5.73667798,10.66504366,58.26232066,
CG0820,Unipolar depressive disorders,2017,Female,Age_all,[All],173.00000000,0.02662710,0.07177500,0.27042771,
CG0830,Bipolar disorder,2017,Female,Age_all,[All],34.00000000,0.00523307,0.01810530,0.05314764,
CG0840,Schizophrenia,2017,Female,Age_all,[All],458.00000000,0.07049256,0.21706804,0.71593000,
CG0850,Epilepsy,2017,Female,Age_all,[All],534.00000000,0.08219001,0.32006296,0.83473061,
CG0860,Alcohol use disorders,2017,Female,Age_all,[All],52.00000000,0.00800352,0.06241048,0.08128463,
CG0870,Alzheimer and other dementias,2017,Female,Age_all,[All],25776.00000000,3.96728407,5.55124759,40.29216509,
CG0880,Parkinson disease,2017,Female,Age_all,[All],5105.00000000,0.78573034,1.40160706,7.97996209,
CG0890,Multiple sclerosis,2017,Female,Age_all,[All],61.00000000,0.00938875,0.04213711,0.09535312,
CG0900,Drug use disorders,2017,Female,Age_all,[All],117.00000000,0.01800792,0.15915258,0.18289041,
CG0910,Post-traumatic stress disorder,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0920,Obsessive-compulsive disorder,2017,Female,Age_all,[All],2.00000000,0.00030783,0.00137861,0.00312633,
CG0930,Panic disorder,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0940,Insomnia (primary),2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0950,Migraine,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0960,Mental Retardation,2017,Female,Age_all,[All],48.00000000,0.00738787,0.03254627,0.07503196,
CG0970,Other neuropsychiatric disorders,2017,Female,Age_all,[All],4912.00000000,0.75602496,2.78755267,7.67827106,
CG0980,Sense organ diseases,2017,Female,Age_all,[All],10.00000000,0.00153914,0.00253071,0.01563166,
CG0990,Glaucoma,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1000,Cataracts,2017,Female,Age_all,[All],1.00000000,0.00015391,0.00016750,0.00156317,
CG1010,"Vision disorders, age-related",2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1030,Other sense organ disorders,2017,Female,Age_all,[All],9.00000000,0.00138522,0.00236322,0.01406849,
CG1040,Cardiovascular diseases,2017,Female,Age_all,[All],184421.00000000,28.38495092,50.14792776,288.28062455,
CG1050,Rheumatic heart disease,2017,Female,Age_all,[All],1527.00000000,0.23502649,0.38561952,2.38695438,
CG1060,Hypertensive heart disease,2017,Female,Age_all,[All],3911.00000000,0.60195717,0.89907644,6.11354196,
CG1070,Ischaemic heart disease,2017,Female,Age_all,[All],29382.00000000,4.52229750,8.90065913,45.92894145,
CG1080,Cerebrovascular disease,2017,Female,Age_all,[All],56692.00000000,8.72568546,16.45594723,88.61900308,
CG1090,Inflammatory heart diseases,2017,Female,Age_all,[All],3760.00000000,0.57871617,1.31242998,5.87750391,
CG1110,Respiratory diseases,2017,Female,Age_all,[All],33177.00000000,5.10640066,8.44878128,51.86115616,
CG1120,Chronic obstructive pulmonary disease,2017,Female,Age_all,[All],3476.00000000,0.53500463,0.91859448,5.43356478,
CG1130,Asthma,2017,Female,Age_all,[All],1153.00000000,0.17746270,0.34931727,1.80233032,
CG1140,Other respiratory diseases,2017,Female,Age_all,[All],28548.00000000,4.39393333,7.18086954,44.62526106,
CG1150,Digestive diseases,2017,Female,Age_all,[All],24357.00000000,3.74888028,7.96993726,38.07403263,
CG1160,Peptic ulcer disease,2017,Female,Age_all,[All],1110.00000000,0.17084440,0.34282892,1.73511419,
CG1170,Cirrhosis of the liver,2017,Female,Age_all,[All],4435.00000000,0.68260804,2.28921459,6.93264091,
CG1180,Appendicitis,2017,Female,Age_all,[All],35.00000000,0.00538699,0.01501648,0.05471081,
CG1181,Gastritis and duodenitis,2017,Female,Age_all,[All],47.00000000,0.00723395,0.01320580,0.07346880,
CG1182,Paralytic ileus and intestinal obstruction,2017,Female,Age_all,[All],3354.00000000,0.51622714,0.95001041,5.24285854,
CG1183,Inflammatory bowel disease,2017,Female,Age_all,[All],133.00000000,0.02047055,0.06939272,0.20790107,
CG1184,Gallbladder and biliary diseases,2017,Female,Age_all,[All],3831.00000000,0.58964406,0.87983730,5.98848869,
CG1185,Pancreatitis,2017,Female,Age_all,[All],551.00000000,0.08480655,0.21267551,0.86130443,
CG1190,Other digestive diseases,2017,Female,Age_all,[All],10861.00000000,1.67165861,3.19775553,16.97754520,
CG1200,Genitourinary diseases,2017,Female,Age_all,[All],20525.00000000,3.15908230,5.16374106,32.08398078,
CG1210,Nephritis and nephrosis,2017,Female,Age_all,[All],15434.00000000,2.37550676,3.90603388,24.12590301,
CG1230,Other genitourinary system diseases,2017,Female,Age_all,[All],5091.00000000,0.78357554,1.25770718,7.95807777,
CG1240,Skin diseases,2017,Female,Age_all,[All],1524.00000000,0.23456475,0.39664215,2.38226488,
CG1250,Musculoskeletal diseases,2017,Female,Age_all,[All],5053.00000000,0.77772682,1.83862975,7.89867746,
CG1260,Rheumatoid arthritis,2017,Female,Age_all,[All],1739.00000000,0.26765623,0.55942474,2.71834556,
CG1270,Osteoarthritis,2017,Female,Age_all,[All],50.00000000,0.00769569,0.01299582,0.07815830,
CG1280,Gout,2017,Female,Age_all,[All],1.00000000,0.00015391,0.00016750,0.00156317,
CG1290,Back pain,2017,Female,Age_all,[All],257.00000000,0.03955587,0.07142485,0.40173364,
CG1300,Other musculoskeletal disorders,2017,Female,Age_all,[All],3006.00000000,0.46266511,1.19461685,4.69887679,
CG1310,Congenital anomalies,2017,Female,Age_all,[All],1122.00000000,0.17269137,2.20964980,1.75387218,
CG1320,Abdominal wall defect,2017,Female,Age_all,[All],2.00000000,0.00030783,0.00788381,0.00312633,
CG1330,Anencephaly,2017,Female,Age_all,[All],5.00000000,0.00076957,0.01970953,0.00781583,
CG1340,Anorectal atresia,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1350,Cleft lip,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1360,Cleft palate,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1370,Oesophageal atresia,2017,Female,Age_all,[All],5.00000000,0.00076957,0.01216347,0.00781583,
CG1380,Renal agenesis,2017,Female,Age_all,[All],14.00000000,0.00215479,0.03997335,0.02188432,
CG1390,Down syndrome,2017,Female,Age_all,[All],70.00000000,0.01077397,0.09006996,0.10942162,
CG1400,Congenital heart anomalies,2017,Female,Age_all,[All],486.00000000,0.07480214,0.72172023,0.75969864,
CG1410,Spina bifida,2017,Female,Age_all,[All],2.00000000,0.00030783,0.00192866,0.00312633,
CG1420,Other Congenital anomalies,2017,Female,Age_all,[All],538.00000000,0.08280567,1.31620080,0.84098327,
CG1430,Oral conditions,2017,Female,Age_all,[All],51.00000000,0.00784961,0.01420222,0.07972146,
CG1440,Dental caries,2017,Female,Age_all,[All],1.00000000,0.00015391,0.00028944,0.00156317,
CG1450,Periodontal disease,2017,Female,Age_all,[All],8.00000000,0.00123131,0.00158385,0.01250533,
CG1460,Edentulism,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2017,Female,Age_all,[All],42.00000000,0.00646438,0.01232893,0.06565297,
CG1475,Sudden infant death syndrome,2017,Female,Age_all,[All],25.00000000,0.00384785,0.09831001,0.03907915,
CG1480,Injuries,2017,Female,Age_all,[All],26434.00000000,4.06855940,15.40903654,41.32072828,
CG1490,Unintentional injuries,2017,Female,Age_all,[All],19253.00000000,2.96330385,7.11247458,30.09563371,
CG1500,Road traffic accidents,2017,Female,Age_all,[All],1480.00000000,0.22779254,1.04640198,2.31348558,
CG1510,Poisonings,2017,Female,Age_all,[All],84.00000000,0.01292877,0.06615589,0.13130594,
CG1520,Falls,2017,Female,Age_all,[All],4370.00000000,0.67260364,1.17603139,6.83103513,
CG1530,Fires,2017,Female,Age_all,[All],372.00000000,0.05725596,0.20936454,0.58149773,
CG1540,Drownings,2017,Female,Age_all,[All],3910.00000000,0.60180325,1.52167199,6.11197880,
CG1541,Exposure to mechanical forces,2017,Female,Age_all,[All],72.00000000,0.01108180,0.08652913,0.11254795,
CG1542,Natural disasters,2017,Female,Age_all,[All],29.00000000,0.00446350,0.02112069,0.04533181,
CG1550,Other unintentional injuries,2017,Female,Age_all,[All],8936.00000000,1.37537440,2.98519898,13.96845078,
CG1560,Intentional injuries,2017,Female,Age_all,[All],6268.00000000,0.96473217,7.51376851,9.79792407,
CG1570,Self-inflicted injuries,2017,Female,Age_all,[All],6139.00000000,0.94487728,7.36568265,9.59627566,
CG1580,Violence,2017,Female,Age_all,[All],129.00000000,0.01985489,0.14808586,0.20164841,
CG1590,War,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1610,Ill-defined diseases,2017,Female,Age_all,[All],84481.00000000,13.00279815,17.64161887,132.05782120,
CG0768,Ill-defined malignant neoplasms,2017,Female,Age_all,[All],3685.00000000,0.56717263,1.35013793,5.76026646,
CG0769,Other malignant neoplasms,2017,Female,Age_all,[All],3694.00000000,0.56855786,2.06740763,5.77433496,
CG0789,Diabetes mellitus and endocrine disorders,2017,Female,Age_all,[All],11485.00000000,1.76770087,3.78037929,17.95296074,
CG1098,Ill-defined circulatory diseases,2017,Female,Age_all,[All],57749.00000000,8.88837242,13.74329842,90.27126947,
CG1099,Other circulatory diseases,2017,Female,Age_all,[All],31400.00000000,4.83289570,8.45089705,49.08341030,
CG1605,Ill-defined injuries/accidents,2017,Female,Age_all,[All],913.00000000,0.14052337,0.78279345,1.42717050,
CG0395,COVID-19,2017,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0000,All Causes,2016,All,Age_all,[All],1307748.00000000,100.00000000,297.02976541,1046.02892660,
CG0030,Tuberculosis,2016,All,Age_all,[All],2731.00000000,0.20883228,0.48078454,2.18444608,
CG0040,STDs excluding HIV,2016,All,Age_all,[All],114.00000000,0.00871728,0.02120149,0.09118523,
